Age,Industry_grouped,JobTitle_grouped,Salary,AdditionalComp,Country_cleaned,ExperienceOverall,ExperienceField,Education,Gender,Race
45-54,Government,Executive,150000.0,,United States,21 - 30 years,8 - 10 years,College degree,Woman,White
35-44,Education,Education & Training,81600.0,0.0,United States,5-7 years,5-7 years,PhD,Woman,White
25-34,Legal,Administrative,78000.0,0.0,United States,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Tech,Executive,36250.0,,United Kingdom,11 - 20 years,8 - 10 years,College degree,Non-binary,White
35-44,Tech,Engineering & IT,65500.0,0.0,United States,21 - 30 years,5-7 years,College degree,Woman,White
35-44,Marketing,Other,53000.0,0.0,United States,8 - 10 years,5-7 years,Some college,Woman,White
35-44,Education,Administrative,82000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Engineering & Manufacturing,Administrative,59000.0,0.0,United States,11 - 20 years,5-7 years,College degree,Other or prefer not to answer,White
55-64,Legal,Engineering & IT,112000.0,8000.0,United States,31 - 40 years,31 - 40 years,High School,Woman,White
25-34,Tech,Engineering & IT,141000.0,0.0,United States,8 - 10 years,8 - 10 years,Master's degree,Man,White
35-44,Tech,Management,392000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Non-binary,White
25-34,Education,Management,59200.0,740.0,Canada,8 - 10 years,8 - 10 years,Master's degree,Woman,"Native American or Alaska Native, White"
35-44,Tech,Engineering & IT,83000.0,4000.0,United States,11 - 20 years,8 - 10 years,College degree,Non-binary,White
25-34,Tech,Management,143000.0,92000.0,United States,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
25-34,Consulting,Other,80000.0,,United States,5-7 years,5-7 years,Master's degree,Woman,White
65 or over,Tech,Management,27340.0,600.0,United States,41 years or more,41 years or more,Master's degree,Man,White
25-34,Marketing,Engineering & IT,50000.0,0.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
55-64,Tech,Administrative,46000.0,,United States,41 years or more,21 - 30 years,High School,Woman,White
45-54,Finance,Management,155000.0,10000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
25-34,Legal,Legal,73000.0,,United States,8 - 10 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Finance,Administrative,31250.0,1500.0,United Kingdom,8 - 10 years,1 year or less,High School,Man,White
25-34,Healthcare,Engineering & IT,100000.0,10000.0,United States,2 - 4 years,2 - 4 years,PhD,Woman,White
35-44,Education,Education & Training,67190.0,4000.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
35-44,Marketing,Management,62000.0,500.0,United States,11 - 20 years,11 - 20 years,Some college,Woman,White
35-44,Healthcare,Consulting,90000.0,10000.0,United States,5-7 years,5-7 years,PhD,Woman,White
25-34,Education,Executive,64000.0,,United States,11 - 20 years,5-7 years,College degree,Woman,White
25-34,Marketing,Management,46000.0,0.0,United States,5-7 years,2 - 4 years,College degree,Non-binary,White
45-54,Tech,Management,132000.0,39600.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Tech,Management,50320.0,0.0,Canada,5-7 years,5-7 years,Master's degree,Man,Asian or Asian American
25-34,Other,Data & Analytics,109400.0,8000.0,United States,5-7 years,5-7 years,PhD,Woman,White
25-34,Tech,Engineering & IT,102000.0,50000.0,United States,5-7 years,2 - 4 years,College degree,Other or prefer not to answer,White
35-44,Tech,Executive,68138.75,0.0,United Kingdom,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Tech,Engineering & IT,65120.0,,Canada,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Healthcare,Education & Training,68850.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
18-24,Tech,Project & Program Management,22500.0,0.0,United Kingdom,2 - 4 years,1 year or less,College degree,Man,White
35-44,Media & Entertainment,Executive,275000.0,5000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Executive,130000.0,0.0,United States,21 - 30 years,21 - 30 years,Some college,Man,White
55-64,Legal,Consulting,280000.0,200000.0,United States,31 - 40 years,31 - 40 years,"Professional degree (MD, JD, etc.)",Woman,White
18-24,Construction & Real Estate,Engineering & IT,60000.0,1850.0,United States,1 year or less,1 year or less,College degree,Woman,Asian or Asian American
25-34,Tech,Management,70000.0,0.0,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Logistics,Engineering & IT,68750.0,,United Kingdom,21 - 30 years,21 - 30 years,College degree,Woman,White
35-44,Education,Education & Training,57625.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Legal,Administrative,86000.0,0.0,United States,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin"
45-54,Marketing,Sales,48000.0,0.0,United States,2 - 4 years,2 - 4 years,Some college,Woman,White
25-34,Education,Finance & Accounting,55000.0,1000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Management,59200.0,5920.0,Canada,5-7 years,2 - 4 years,College degree,Woman,White
18-24,Engineering & Manufacturing,Engineering & IT,65000.0,4000.0,United States,1 year or less,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Tech,Executive,50000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Government,Marketing & Communications,86500.0,0.0,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Marketing,Management,45000.0,,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Marketing,Marketing & Communications,44400.0,,Canada,5-7 years,5-7 years,College degree,Woman,White
45-54,Tech,Management,165000.0,10000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
25-34,Education,Education & Training,40000.0,,United States,11 - 20 years,11 - 20 years,,Woman,White
35-44,Education,Finance & Accounting,51000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Finance,Executive,85000.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Engineering & Manufacturing,Engineering & IT,91800.0,3240.0,Germany,8 - 10 years,5-7 years,PhD,Woman,White
35-44,Education,Administrative,42000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Engineering & Manufacturing,Engineering & IT,116000.0,10000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Data & Analytics,190000.0,20000.0,United States,8 - 10 years,8 - 10 years,PhD,Woman,White
35-44,Government,Management,100000.0,10000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Education,Administrative,37247.0,,United States,11 - 20 years,5-7 years,College degree,Woman,White
35-44,Tech,Data & Analytics,87000.0,,United States,11 - 20 years,5-7 years,College degree,Woman,Asian or Asian American
35-44,Government,Executive,29120.0,,United States,11 - 20 years,11 - 20 years,Some college,Woman,White
35-44,Retail,Executive,145000.0,48556.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Management,228800.0,20000.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,"Asian or Asian American, White"
35-44,Tech,Management,93000.0,,United States,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
45-54,Education,Executive,92000.0,1200.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Nonprofit,Education & Training,45800.0,,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
35-44,Tech,Strategist,39390.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
18-24,Engineering & Manufacturing,Engineering & IT,105000.0,10000.0,United States,1 year or less,1 year or less,Master's degree,Woman,White
35-44,Finance,Management,168750.0,30000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Management,83000.0,2000.0,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Tech,Management,39625.0,500.0,United Kingdom,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Tech,Management,72000.0,2000.0,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Education,Education & Training,86000.0,,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
55-64,Engineering & Manufacturing,Executive,55000.0,,United States,31 - 40 years,11 - 20 years,College degree,Woman,White
35-44,Other,Other,28700.0,0.0,United States,8 - 10 years,5-7 years,High School,Man,White
25-34,Legal,Legal,110000.0,10000.0,United States,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Tech,Management,160000.0,30000.0,United States,8 - 10 years,5-7 years,PhD,Woman,"Asian or Asian American, White"
25-34,Media & Entertainment,Marketing & Communications,72000.0,0.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Marketing,Other,72500.0,4000.0,United States,5-7 years,8 - 10 years,College degree,Man,White
45-54,Education,Education & Training,48000.0,,United States,31 - 40 years,2 - 4 years,Master's degree,Woman,White
25-34,Education,Education & Training,38000.0,,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
35-44,Education,Management,50000.0,,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
35-44,Tech,Management,81000.0,2000.0,United States,11 - 20 years,8 - 10 years,PhD,Woman,White
25-34,Construction & Real Estate,Finance & Accounting,81500.0,10000.0,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,"Asian or Asian American, White"
35-44,Tech,Executive,69400.8,6912.0,Ireland,21 - 30 years,11 - 20 years,Master's degree,Woman,White
45-54,Tech,Management,230000.0,50000.0,Australia,21 - 30 years,21 - 30 years,Master's degree,Woman,White
35-44,Legal,Legal,332000.0,,United States,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
45-54,Tech,Management,104640.0,0.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
35-44,Tech,Data & Analytics,53500.0,3000.0,United States,11 - 20 years,5-7 years,College degree,Man,White
45-54,Finance,Executive,140000.0,30000.0,United States,21 - 30 years,8 - 10 years,Master's degree,Woman,"Black or African American, White"
25-34,Tech,Management,78375.0,0.0,United States,5-7 years,5-7 years,PhD,Woman,White
25-34,Tech,Engineering & IT,32400.000000000004,,Austria,8 - 10 years,2 - 4 years,Some college,Woman,White
25-34,Engineering & Manufacturing,Engineering & IT,145000.0,4000.0,United States,5-7 years,5-7 years,PhD,Woman,White
25-34,Healthcare,Data & Analytics,90500.0,4000.0,United States,8 - 10 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Executive,57000.0,1000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Marketing,Executive,160000.0,32000.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Finance,Management,55000.0,2600.0,United States,11 - 20 years,8 - 10 years,Some college,Woman,White
35-44,Tech,Management,95000.0,6000.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
25-34,Tech,Engineering & IT,66000.0,1200.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Education,Executive,85200.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Finance,Management,101000.0,6000.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Legal,Consulting,125000.0,15000.0,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin, White"
45-54,Education,Education & Training,86000.0,0.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
25-34,Healthcare,Executive,40518.0,,United States,8 - 10 years,2 - 4 years,College degree,Other or prefer not to answer,White
35-44,Education,Consulting,51000.0,,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
35-44,Education,Education & Training,60000.0,0.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
35-44,Tech,Management,95000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Finance,Executive,130000.0,,United States,21 - 30 years,21 - 30 years,High School,Man,White
35-44,Tech,Engineering & IT,72000.0,2000.0,United States,11 - 20 years,11 - 20 years,College degree,Man,White
25-34,Government,Engineering & IT,108000.0,,United States,8 - 10 years,5-7 years,Master's degree,Woman,White
25-34,Finance,Engineering & IT,55000.0,20000.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Art & Design,Creative Arts,52000.0,0.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Healthcare,Administrative,27000.0,0.0,Ireland,11 - 20 years,2 - 4 years,College degree,Woman,White
55-64,Engineering & Manufacturing,Finance & Accounting,50000.0,,United States,21 - 30 years,21 - 30 years,Some college,Woman,White
35-44,Marketing,Executive,103000.0,,United States,21 - 30 years,11 - 20 years,Master's degree,Non-binary,White
45-54,Marketing,Executive,138500.0,6000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
25-34,Tech,Executive,41500.0,0.0,United States,5-7 years,5-7 years,College degree,Woman,White
45-54,Finance,Management,95000.0,,United States,21 - 30 years,21 - 30 years,Some college,Woman,White
55-64,Legal,Management,76000.0,2000.0,United States,41 years or more,31 - 40 years,Some college,Woman,White
45-54,Legal,Legal,126000.0,0.0,United States,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Government,Human Resources,62000.0,,United States,8 - 10 years,8 - 10 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Engineering & Manufacturing,Consulting,576000.0,24000.0,Sweden,5-7 years,5-7 years,Master's degree,Man,Another option not listed here or prefer not to answer
35-44,Finance,Management,106600.0,0.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
25-34,Education,Education & Training,58000.0,0.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Healthcare,Healthcare,65000.0,,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
25-34,Government,Data & Analytics,87000.0,5000.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Government,Management,63024.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
45-54,Education,Executive,85000.0,,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
35-44,Tech,Management,78750.0,0.0,United Kingdom,5-7 years,5-7 years,PhD,Man,White
25-34,Healthcare,Researcher & Scientist,86400.0,0.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
45-54,Finance,Executive,136750.0,20000.0,United States,31 - 40 years,21 - 30 years,College degree,Man,White
35-44,Other,Executive,57500.0,1500.0,United States,21 - 30 years,8 - 10 years,Master's degree,Man,White
25-34,Tech,Marketing & Communications,46000.0,0.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Marketing & Communications,62400.0,0.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Finance,Management,54000.0,6000.0,United States,11 - 20 years,5-7 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
25-34,Nonprofit,Healthcare,55000.0,0.0,United States,2 - 4 years,1 year or less,Master's degree,Woman,White
25-34,Education,Intern,34000.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Management,79000.0,2500.0,United States,21 - 30 years,8 - 10 years,Master's degree,Woman,White
45-54,Education,Other,37400.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Management,50000.0,,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,White
45-54,Marketing,Management,60000.0,,United States,21 - 30 years,21 - 30 years,Some college,Woman,White
25-34,Tech,Marketing & Communications,30888.0,,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Tech,Executive,77500.0,,United States,5-7 years,2 - 4 years,Master's degree,Woman,White
45-54,Healthcare,Management,142000.0,8000.0,United States,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Healthcare,Management,60000.0,2000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
35-44,Healthcare,Administrative,80000.0,12000.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
45-54,Healthcare,Healthcare,59000.0,,United States,21 - 30 years,8 - 10 years,College degree,Woman,White
25-34,Tech,Engineering & IT,115000.0,14000.0,United States,1 year or less,1 year or less,College degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Legal,Legal,62400.0,,United States,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Education,Administrative,58000.0,1200.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
35-44,Marketing,Management,100000.0,25000.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
25-34,Tech,Management,38480.0,38480.0,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,White
55-64,Media & Entertainment,Engineering & IT,96000.0,,United States,31 - 40 years,21 - 30 years,Some college,Woman,White
25-34,Other,Management,42500.0,0.0,United States,11 - 20 years,5-7 years,Master's degree,Man,White
25-34,Engineering & Manufacturing,Engineering & IT,100000.0,,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Tech,Executive,88000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Engineering & Manufacturing,Data & Analytics,89000.0,,United States,21 - 30 years,11 - 20 years,Some college,Man,Another option not listed here or prefer not to answer
35-44,Education,Education & Training,58000.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
25-34,Education,Engineering & IT,62000.0,,United States,2 - 4 years,2 - 4 years,PhD,Woman,White
25-34,Tech,Data & Analytics,80000.0,0.0,United States,8 - 10 years,2 - 4 years,College degree,Woman,White
25-34,Healthcare,Strategist,52000.0,0.0,United States,1 year or less,1 year or less,College degree,Woman,White
18-24,Tech,Management,72800.0,,United States,2 - 4 years,2 - 4 years,PhD,Woman,White
45-54,Finance,Marketing & Communications,44700.0,1500.0,United States,31 - 40 years,21 - 30 years,Master's degree,Man,White
35-44,Finance,Management,124000.0,19000.0,United States,8 - 10 years,5-7 years,College degree,Man,White
35-44,Tech,Executive,82500.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
25-34,Nonprofit,Legal,50000.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Government,Data & Analytics,95000.0,0.0,United States,5-7 years,2 - 4 years,Master's degree,Woman,"Native American or Alaska Native, White"
35-44,Tech,Executive,35000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
18-24,Consulting,Executive,72500.0,7500.0,United States,1 year or less,1 year or less,College degree,Woman,White
35-44,Tech,Executive,180000.0,100000.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
65 or over,Healthcare,Other,135200.0,0.0,United States,31 - 40 years,31 - 40 years,College degree,Woman,White
35-44,Education,Executive,65280.0,960.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
35-44,Healthcare,Engineering & IT,94500.0,0.0,United States,11 - 20 years,2 - 4 years,College degree,Woman,White
18-24,Tech,Administrative,45000.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Education,Consulting,51000.0,0.0,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
18-24,Tech,Administrative,52000.0,,United States,2 - 4 years,1 year or less,College degree,Woman,White
35-44,Tech,Management,120000.0,3000.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
35-44,Education,Management,48000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Management,163000.0,15000.0,United States,8 - 10 years,8 - 10 years,Master's degree,Man,White
35-44,Tech,Management,185000.0,14000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
45-54,Government,Marketing & Communications,140000.0,,New Zealand,21 - 30 years,21 - 30 years,College degree,Woman,White
25-34,Healthcare,Data & Analytics,103000.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Man,"Asian or Asian American, White"
25-34,Engineering & Manufacturing,Engineering & IT,106000.0,0.0,United States,5-7 years,5-7 years,Master's degree,Man,White
35-44,Legal,Management,77000.0,7700.0,United States,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Other,Engineering & IT,45000.0,0.0,United Kingdom,5-7 years,2 - 4 years,PhD,Woman,White
35-44,Education,Education & Training,80000.0,5000.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
25-34,Marketing,Management,70000.0,25000.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Education,Management,92500.0,9250.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Education,Education & Training,17500.0,,United States,5-7 years,2 - 4 years,Master's degree,Non-binary,White
25-34,Other,Administrative,47840.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Education,Education & Training,52000.0,0.0,United States,2 - 4 years,2 - 4 years,Master's degree,Woman,White
25-34,Tech,Sales,120000.0,45000.0,United States,8 - 10 years,2 - 4 years,College degree,Woman,White
35-44,Education,Management,59000.0,0.0,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
35-44,Art & Design,Executive,85000.0,10000.0,United States,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
18-24,Tech,Education & Training,33280.0,0.0,United States,2 - 4 years,2 - 4 years,College degree,Non-binary,White
35-44,Retail,Data & Analytics,27380.0,0.0,Canada,8 - 10 years,5-7 years,Some college,Woman,White
25-34,Tech,Engineering & IT,183000.0,80000.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Education,Education & Training,80000.0,1200.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Healthcare,Other,54760.0,,Canada,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,Asian or Asian American
55-64,Retail,Management,142000.0,25000.0,United States,31 - 40 years,21 - 30 years,Master's degree,Woman,White
45-54,Education,Management,72000.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Education,Management,50000.0,0.0,United States,8 - 10 years,2 - 4 years,Master's degree,Woman,"Native American or Alaska Native, White"
35-44,Legal,Legal,152000.0,0.0,United States,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",,White
18-24,Tech,Engineering & IT,93000.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Education,Engineering & IT,50128.0,,United States,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Education,Management,50000.0,2500.0,United Kingdom,2 - 4 years,2 - 4 years,PhD,Woman,White
35-44,Tech,Executive,94000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Data & Analytics,75250.0,0.0,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Education,Healthcare,31800.0,5000.0,United States,11 - 20 years,2 - 4 years,College degree,Woman,White
35-44,Government,Management,95368.0,3000.0,United States,21 - 30 years,11 - 20 years,College degree,Man,White
25-34,Finance,Executive,38480.0,2000.0,United States,8 - 10 years,5-7 years,College degree,Woman,Black or African American
35-44,Education,Executive,51000.0,0.0,United States,11 - 20 years,11 - 20 years,Some college,Woman,White
35-44,Tech,Engineering & IT,40000.0,,United States,21 - 30 years,11 - 20 years,College degree,Man,White
25-34,Government,Researcher & Scientist,53000.0,,United States,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
35-44,Government,Education & Training,65000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Healthcare,Executive,118750.0,23750.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Management,41250.0,0.0,United Kingdom,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Construction & Real Estate,Engineering & IT,66800.0,3000.0,United States,8 - 10 years,2 - 4 years,College degree,Woman,White
35-44,Education,Education & Training,90000.0,20000.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
25-34,Tech,Engineering & IT,147000.0,40000.0,United States,5-7 years,5-7 years,College degree,Woman,White
35-44,Education,Education & Training,54000.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Woman,White
45-54,Tech,Marketing & Communications,74000.0,7000.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
45-54,Education,Administrative,43000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Education,Education & Training,76800.0,8000.0,United States,11 - 20 years,11 - 20 years,PhD,Woman,White
45-54,Engineering & Manufacturing,Management,100000.0,,United States,21 - 30 years,21 - 30 years,College degree,Man,White
35-44,Education,Management,85000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Tech,Human Resources,46800.0,3000.0,United States,11 - 20 years,5-7 years,Some college,Woman,White
25-34,Tech,Management,64380.0,,Canada,8 - 10 years,5-7 years,College degree,Woman,Asian or Asian American
25-34,Tech,Management,180000.0,27000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
55-64,Education,Executive,33000.0,8000.0,United States,31 - 40 years,21 - 30 years,College degree,Woman,White
25-34,Tech,Management,30000.0,0.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
25-34,Finance,Finance & Accounting,56000.0,2000.0,United States,8 - 10 years,1 year or less,College degree,Woman,White
25-34,Legal,Engineering & IT,70000.0,0.0,United States,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
25-34,Tech,Management,172000.0,30000.0,United States,8 - 10 years,5-7 years,College degree,Man,Black or African American
55-64,Education,Data & Analytics,57000.0,0.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
35-44,Tech,Executive,42000.0,,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
35-44,Finance,Engineering & IT,120000.0,19000.0,United States,11 - 20 years,5-7 years,Some college,Man,White
35-44,Tech,Management,112000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Management,175000.0,40000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Education,Executive,79000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
35-44,Tech,Executive,65000.0,,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Tech,Management,170000.0,2000.0,United States,5-7 years,2 - 4 years,College degree,Woman,Asian or Asian American
35-44,Education,Engineering & IT,32560.0,0.0,Canada,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Education,Administrative,40000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Tech,Executive,80000.0,,United States,11 - 20 years,8 - 10 years,PhD,Woman,White
35-44,Government,Engineering & IT,67000.0,0.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
35-44,Tech,Sales,55000.0,500.0,United States,11 - 20 years,1 year or less,Master's degree,Woman,White
25-34,Education,Education & Training,42500.0,0.0,United States,8 - 10 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Project & Program Management,31218.75,,United Kingdom,11 - 20 years,2 - 4 years,PhD,Woman,White
35-44,Marketing,Engineering & IT,135000.0,2000.0,United States,11 - 20 years,11 - 20 years,Some college,Non-binary,White
25-34,Other,Other,34000.0,0.0,United States,8 - 10 years,8 - 10 years,Some college,Woman,White
25-34,Other,Management,100000.0,,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
18-24,Healthcare,Engineering & IT,45011.0,2000.0,United States,1 year or less,1 year or less,College degree,Woman,White
25-34,Tech,Engineering & IT,156000.0,23400.0,United States,2 - 4 years,2 - 4 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
35-44,Healthcare,Marketing & Communications,29120.0,0.0,United States,21 - 30 years,5-7 years,Some college,Woman,White
25-34,Finance,Management,47250.0,4000.0,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Tech,Executive,42500.0,600.0,United States,5-7 years,1 year or less,College degree,Woman,White
